Target: HSEYE5

Observer: Bahrain
Start Time (UTC)            Stop Time (UTC)               Duration (s)         
12 Jun 2022 02:57:35.862    12 Jun 2022 03:05:09.693      453.83024749    
12 Jun 2022 04:35:54.952    12 Jun 2022 04:41:19.207      324.25573531    
12 Jun 2022 18:03:23.956    12 Jun 2022 18:11:04.146      460.19040020    
12 Jun 2022 19:42:01.528    12 Jun 2022 19:47:39.645      338.11740072    
13 Jun 2022 02:18:07.780    13 Jun 2022 02:25:08.039      420.25907447    
13 Jun 2022 03:55:40.615    13 Jun 2022 04:02:20.179      399.56304787    
13 Jun 2022 17:24:02.027    13 Jun 2022 17:31:08.709      426.68249505    
13 Jun 2022 19:01:43.970    13 Jun 2022 19:08:20.910      396.94028782    
14 Jun 2022 01:38:44.928    14 Jun 2022 01:44:56.148      371.22031756    
14 Jun 2022 03:15:39.733    14 Jun 2022 03:23:04.257      444.52456314    
14 Jun 2022 16:44:52.402    14 Jun 2022 16:51:01.667      369.26423848    
14 Jun 2022 18:21:36.275    14 Jun 2022 18:28:54.543      438.26840648    
15 Jun 2022 00:59:29.817    15 Jun 2022 01:04:31.286      301.46949298    
15 Jun 2022 02:35:47.123    15 Jun 2022 02:43:36.370      469.24663126    
15 Jun 2022 16:06:03.516    15 Jun 2022 16:10:34.339      270.82358164    
15 Jun 2022 17:41:36.716    15 Jun 2022 17:49:22.048      465.33187868    
16 Jun 2022 00:20:31.185    16 Jun 2022 00:23:44.519      193.33494793    
16 Jun 2022 01:56:00.490    16 Jun 2022 02:03:58.552      478.06197144    
16 Jun 2022 17:01:44.614    16 Jun 2022 17:09:43.866      479.25236367    
16 Jun 2022 18:43:27.481    16 Jun 2022 18:43:59.194      31.713157485    
17 Jun 2022 01:16:18.680    17 Jun 2022 01:24:11.694      473.01427829    
17 Jun 2022 02:56:12.773    17 Jun 2022 02:58:28.594      135.82059924    
17 Jun 2022 16:21:59.886    17 Jun 2022 16:29:59.831      479.94476461    
17 Jun 2022 18:01:47.153    17 Jun 2022 18:05:48.688      241.53474433    
18 Jun 2022 00:36:41.186    18 Jun 2022 00:44:16.032      454.84525688    
18 Jun 2022 02:15:08.313    18 Jun 2022 02:20:14.546      306.23264671    
18 Jun 2022 15:42:22.994    18 Jun 2022 15:50:09.225      466.23069635    
18 Jun 2022 17:21:07.824    18 Jun 2022 17:26:39.826      332.00148954    
18 Jun 2022 23:57:08.049    19 Jun 2022 00:04:11.261      423.21188579    
19 Jun 2022 01:34:46.326    19 Jun 2022 01:41:14.863      388.53644240    
19 Jun 2022 15:02:55.157    19 Jun 2022 15:10:10.570      435.41285342    
19 Jun 2022 16:40:44.141    19 Jun 2022 16:47:17.802      393.66105470    
19 Jun 2022 23:17:40.020    19 Jun 2022 23:23:56.371      376.35118895    
20 Jun 2022 00:54:39.336    20 Jun 2022 01:01:56.759      437.42291594    
20 Jun 2022 14:23:39.099    20 Jun 2022 14:30:00.883      381.78443183    
20 Jun 2022 16:00:30.717    20 Jun 2022 16:07:47.805      437.08787388    
20 Jun 2022 22:38:19.328    20 Jun 2022 22:43:28.892      309.56316954    
21 Jun 2022 00:14:41.204    21 Jun 2022 00:22:26.103      464.89907230    
21 Jun 2022 13:44:41.961    21 Jun 2022 13:49:32.767      290.80680627    
21 Jun 2022 15:20:25.625    21 Jun 2022 15:28:11.535      465.90982106    
21 Jun 2022 21:59:13.386    21 Jun 2022 22:02:41.195      207.80871020    
21 Jun 2022 23:34:49.331    21 Jun 2022 23:42:45.223      475.89129038    
22 Jun 2022 13:06:51.171    22 Jun 2022 13:07:58.537      67.365389108    
22 Jun 2022 14:40:28.091    22 Jun 2022 14:48:29.518      481.42725066    
